Data,Gerdau preferenciais,Gerdau Metalúrgica preferenciais,Vale,Usiminas,CSN,ArcelorMittal Brasil
6/13/2017,7.708303928,7.349396706,19.19423103,3.348058701,5.007164955,
6/14/2017,7.505025387,7.115837097,18.99770546,3.365053415,5.030490398,
6/15/2017,7.505025387,7.115837097,18.99770546,3.365053415,5.030490398,
6/16/2017,7.334272861,7.084694862,18.60464859,3.39054656,4.851662159,
6/19/2017,7.488764763,7.123619556,19.20878601,3.382048845,4.851662159,
6/20/2017,7.342405319,6.983484268,18.71382904,3.314068079,4.680611134,
6/21/2017,7.472500801,7.100263596,19.26702118,3.348058701,4.766137123,
6/22/2017,7.610729694,7.279330254,19.66735458,3.424536943,4.921638966,
6/23/2017,7.887188435,7.411680698,19.82748985,3.568995953,4.960514545,
6/26/2017,8.155515671,7.738666058,19.99490166,3.72195363,5.069365978,
6/27/2017,8.106729507,7.707525253,20.32244873,3.7134552,5.357045174,
6/28/2017,8.350664139,7.863231182,20.95570755,3.823924541,5.559196949,
6/29/2017,8.261222839,7.769806385,21.03577423,3.840919733,5.34149456,
6/30/2017,8.358792305,7.909943581,21.10856247,3.908900738,5.582522869,
7/3/2017,8.456367493,7.925512791,21.58168411,3.993876696,5.668048859,
7/4/2017,8.423843384,8.003368378,21.55984688,3.968384027,5.605847359,
7/5/2017,8.610861778,8.135719299,21.05760956,4.027867317,5.489221573,
7/6/2017,8.724696159,8.221360207,21.05033112,4.112843513,5.489221573,
7/7/2017,8.749089241,8.252498627,21.02849388,4.121340752,5.590298176,
7/10/2017,8.960497856,8.478277206,21.62535477,4.18082428,5.652498722,
7/11/2017,8.903580666,8.46270752,21.86555862,4.248804569,6.0179286,
7/12/2017,8.960497856,8.524987221,21.76365662,4.308288097,6.157879829,
7/13/2017,8.87918663,8.40820694,21.23957825,4.265799522,6.010152817,
7/14/2017,8.895448685,8.369280815,21.48705864,4.248804569,6.041253567,
7/17/2017,8.960497856,8.454920769,21.63263512,4.248804569,6.06457901,
7/18/2017,8.806007385,8.330354691,21.76365662,4.189321995,5.979053497,
7/19/2017,8.993021965,8.493846893,21.76365662,4.248804569,6.103455067,
7/20/2017,8.83853054,8.291425705,20.90475082,4.18082428,5.877976894,
7/21/2017,8.692169189,8.252498627,20.74462128,4.206316948,5.730249405,
7/24/2017,8.911709785,8.524987221,21.20318604,4.291293144,5.909076691,
7/25/2017,9.058071136,8.641767502,22.28044891,4.333780766,6.080129147,
7/26/2017,8.578334808,8.198001862,21.58896255,4.223311901,5.808000565,
7/27/2017,8.594595909,8.182432175,21.61808014,4.265799522,5.730249405,
7/28/2017,8.610861778,8.244716644,22.08391953,4.367771626,5.815776348,
7/31/2017,8.667775154,8.275856972,22.78269005,4.393264771,5.924627781,
8/1/2017,8.586466789,8.182432175,22.60799408,4.486739159,5.862426281,
8/2/2017,8.83853054,8.40820694,22.64439011,4.673686504,5.963502884,
8/3/2017,8.871055603,8.40820694,22.33139801,4.690680504,5.862426281,
8/4/2017,9.090594292,8.672911644,22.73173523,4.682182789,6.09567976,
8/7/2017,9.423970222,8.992111206,23.59791565,4.928613663,6.624387264,
8/8/2017,9.326399803,8.914258957,23.32859612,4.979599476,6.748788357,
8/9/2017,9.24508667,8.828619003,23.23397446,4.945609093,6.554410934,
8/10/2017,9.318266869,8.859758377,22.92826462,5.005092144,6.344481945,
8/11/2017,9.180037498,8.7507658,22.41874504,4.988097191,6.585511684,
8/14/2017,9.106855392,8.680693626,22.78269005,4.937111378,6.515534401,
8/15/2017,8.919839859,8.50163269,22.65166855,4.843637466,6.328932762,
8/16/2017,9.171907425,8.742978096,23.09567833,5.022087097,6.305606365,
8/17/2017,9.139381409,8.73519516,22.7098999,5.07307291,6.266732216,
8/18/2017,9.090594292,8.704051971,22.96465874,5.1240592,6.328932762,
8/21/2017,8.984891891,8.602842331,23.11023521,5.10706377,6.212305546,
8/22/2017,9.253705025,8.696434021,23.1903019,5.302507877,6.274506569,
8/23/2017,9.481787682,9.047413826,23.68526077,5.50645113,6.422234535,
8/24/2017,9.424765587,8.992815971,24.66062164,5.735887051,6.67103672,
8/25/2017,9.34331131,8.891424179,24.62422943,5.625417233,6.655488014,
8/28/2017,9.384037018,8.930422783,25.01000786,5.52344656,6.616611004,
8/29/2017,9.327015877,8.946020126,25.0682354,5.557436943,6.647712231,
8/30/2017,9.628416061,9.141007423,24.99544716,5.574432373,6.647712231,
8/31/2017,9.652853012,9.180006027,25.53408051,5.854852676,6.756562233,
9/1/2017,10.25564575,9.764967918,25.96352959,6.458183289,7.207519054,
9/4/2017,10.51631165,10.04574776,26.27651787,6.968040466,7.35524559,
9/5/2017,10.28008366,9.827364922,25.91257858,6.857571125,7.510746956,
9/6/2017,10.51631165,10.03014851,26.05815315,7.078509808,7.642924309,
9/7/2017,10.51631165,10.03014851,26.05815315,7.078509808,7.642924309,
9/8/2017,9.954249382,9.53878212,25.09734917,6.908556461,7.775101185,
9/11/2017,10.06828976,9.546579361,25.54135895,7.248461246,8.16385746,
9/12/2017,9.93795681,9.445186615,25.66509628,7.222969055,8.264931679,
9/13/2017,9.799477577,9.374994278,25.30843925,7.188977718,8.10165596,
9/14/2017,9.72616291,9.265799522,24.4713726,7.16348505,8.07833004,
9/15/2017,9.905373573,9.663573265,24.60239029,7.375925064,8.435985565,
9/18/2017,9.986830711,9.593379021,24.92993736,7.902778625,8.72366333,
9/19/2017,9.693580627,9.320397377,24.68973541,7.817801476,8.474861145,
9/20/2017,9.636559486,9.094211578,24.14382553,7.94526577,8.202732086,
9/21/2017,9.408474922,8.977217674,23.66341972,8.089726448,7.961702347,
9/22/2017,9.212975502,8.76663208,23.22669411,7.987753391,7.55739975,
9/25/2017,8.936015129,8.517048836,22.62983513,6.993533134,7.308594704,
9/26/2017,9.050056458,8.602842331,22.92826462,7.104002476,7.378571033,
9/27/2017,9.090786934,8.657436371,23.24125671,6.772594452,7.207519054,
9/28/2017,8.846408844,8.384456635,23.11023521,6.44968605,7.059790611,
9/29/2017,8.993037224,8.602842331,23.19758415,6.611141205,7.471871853,
10/2/2017,8.960450172,8.501449585,23.21941757,6.704614639,7.681801319,
10/3/2017,9.286287308,8.891424179,23.78716469,7.358930111,8.443759918,
10/4/2017,9.261850357,8.813429832,23.73621559,7.664843559,8.366010666,
10/5/2017,9.025622368,8.579444885,23.4887352,7.613858223,8.187180519,
10/6/2017,8.76495266,8.298663139,23.39410782,7.94526577,7.969478607,
10/9/2017,8.716079712,8.267463684,22.92826462,7.800805569,7.697350025,
10/10/2017,9.082641602,8.657436371,22.79724503,8.030240059,7.775101185,
10/11/2017,8.976743698,8.517048836,22.63711166,8.242681503,7.502972603,
10/12/2017,8.976743698,8.517048836,22.63711166,8.242681503,7.502972603,
10/13/2017,9.318868637,8.813429832,23.95457458,8.769532204,7.946153641,
10/16/2017,9.30257988,8.930422783,24.27484322,8.735543251,7.876176834,
10/17/2017,9.221118927,8.774433136,23.71437836,8.45512104,7.674023628,
10/18/2017,9.4980793,9.055210114,23.4887352,8.208690643,7.705125809,
10/19/2017,9.546954155,9.117609024,24.02008438,8.57408905,7.666248322,
10/20/2017,9.514373779,9.08641243,23.98369408,8.582586288,7.899503708,
10/23/2017,9.473642349,9.031814575,23.80900002,8.200192451,7.650699615,
10/24/2017,9.791332245,9.351592064,24.62422943,8.514605522,7.790651321,
10/25/2017,9.815768242,9.343794823,24.42041969,8.421131134,7.697350025,
10/26/2017,9.563245773,9.039611816,23.77988625,8.31066227,7.417446613,
10/27/2017,9.432912827,9.024015427,23.69254112,7.758317471,7.044241905,
10/30/2017,9.164099693,8.688638687,23.54696274,7.409916401,6.647712231,
10/31/2017,8.919723511,8.45465374,23.36499214,7.486395359,6.554410934,
11/1/2017,8.691637993,8.267463684,23.8890686,7.214470863,6.344481945,
11/2/2017,8.691637993,8.267463684,23.8890686,7.214470863,6.344481945,
11/3/2017,8.781242371,8.353259087,24.41314316,7.095504761,6.204531193,
11/6/2017,8.927868843,8.517048836,24.99544716,7.537380695,6.531085014,
11/7/2017,8.610178947,8.189469337,24.39858627,6.88306427,6.251181602,
11/8/2017,8.716079712,8.314260483,24.7042942,7.435408115,6.430009365,
11/9/2017,8.528722763,8.111474991,23.87451172,7.239964485,6.103455067,
11/10/2017,8.373950005,7.79949522,23.85267258,7.316442966,5.971277714,
11/13/2017,8.504283905,8.15827179,24.1219902,7.613858223,6.11900425,
11/14/2017,8.105135918,7.986681461,23.4086647,7.036020756,5.761349678,
11/15/2017,8.105135918,7.986681461,23.4086647,7.036020756,5.761349678,
11/16/2017,8.349513054,7.885289192,23.72893143,7.307945251,5.714699745,
11/17/2017,8.58574295,7.916487694,23.96185493,7.418412685,6.002378464,
11/20/2017,8.58574295,7.916487694,23.96185493,7.418412685,6.002378464,
11/21/2017,8.577595711,7.737099171,24.78435898,7.94526577,5.940177441,
11/22/2017,8.732809067,7.893561363,25.28660202,7.953763008,6.165654659,
11/23/2017,8.863516808,8.026556969,25.62142754,7.851791382,6.258956909,
11/24/2017,8.798163414,8.018731117,26.05087471,7.800805569,6.165654659,
11/27/2017,9.035068512,8.057847977,25.77427864,7.987753391,6.220080853,
11/28/2017,8.969716072,7.768390656,26.38570023,7.877284527,6.049028873,
11/29/2017,9.067747116,7.651044369,25.98536873,7.562871933,5.846877098,
11/30/2017,9.051409721,7.463288784,25.57775497,7.273953915,5.722474575,
12/1/2017,9.026901245,7.369410515,25.82522774,7.545876026,5.776900291,
12/4/2017,9.222959518,7.549343586,26.80787468,7.630853176,5.846877098,
12/5/2017,9.092252731,7.643222332,26.21828651,7.307945251,5.644723415,
12/6/2017,9.092252731,7.752743721,26.02903748,7.520385742,5.831326008,
12/7/2017,9.206622124,7.635398388,25.72332954,7.4269104,5.683598518,
12/8/2017,9.557894707,7.643222332,25.82522774,7.358930111,5.730249405,
12/11/2017,9.672261238,7.799682617,26.02903748,7.596862316,5.823550701,
12/12/2017,9.802967072,7.83880043,26.33474731,7.545876026,6.0179286,
12/13/2017,9.598739624,7.88573885,26.2837944,7.384422779,5.940177441,
12/14/2017,9.672261238,7.768390656,26.37842369,7.358930111,5.940177441,
12/15/2017,9.85198307,7.823153973,26.85154724,7.367427826,6.041253567,
12/18/2017,9.786627769,7.956145287,27.54303169,7.256958485,5.839100838,
12/19/2017,9.892829895,7.823153973,27.55030441,7.307945251,5.761349678,
12/20/2017,10.02353477,8.057847977,28.49655914,7.639351368,6.049028873,
12/21/2017,10.20325565,8.214310646,28.91872978,7.690337658,6.18120575,
12/22/2017,10.16240978,8.198663712,29.27178383,7.605360985,6.258956909,
12/25/2017,10.16240978,8.198663712,29.27178383,7.605360985,6.258956909,
12/26/2017,10.10522556,8.253425598,29.31591988,7.639351368,6.274506569,
12/27/2017,10.08888817,8.151725769,29.32327652,7.732825756,6.492209911,
12/28/2017,10.11339474,8.11260891,29.61753845,7.732825756,6.515534401,
12/29/2017,10.11339474,8.11260891,29.61753845,7.732825756,6.515534401,
1/2/2018,10.59537506,8.511591911,30.69160271,8.157706261,6.748788357,52.78474045
1/3/2018,10.57903576,8.519414902,30.50768471,8.42963028,6.997590542,54.51854324
1/4/2018,11.15087605,8.887103081,30.63274193,8.905495644,7.215293884,53.94060898
1/5/2018,11.01200199,8.761932373,31.11091995,8.52310276,7.378571033,53.55531693
1/8/2018,11.39595127,9.168735504,31.80244064,8.616576195,7.736224174,54.71118927
1/9/2018,11.46130371,9.184382439,31.68473434,8.710049629,7.946153641,55.58771896
1/10/2018,11.30609035,9.098327637,31.24334145,8.710049629,7.969478607,56.05970764
1/11/2018,12.22920227,9.661596298,31.85393715,9.177417755,8.435985565,56.83028412
1/12/2018,12.22920227,9.982344627,32.03784943,9.364365578,8.171630859,57.40821838
1/15/2018,12.10666561,10.07622051,31.97899246,9.602298737,8.381559372,57.40821838
1/16/2018,11.81257725,9.716355324,31.11827469,9.313381195,8.148305893,57.60086823
1/17/2018,12.25371075,9.896287918,31.74358368,9.474835396,8.474861145,57.60086823
1/18/2018,11.87792778,9.708534241,31.53024101,9.287887573,8.194956779,56.92660141
1/19/2018,11.56750393,9.63812542,31.54496193,9.712768555,8.303808212,57.11925125
1/22/2018,11.42045689,9.606832504,31.3757534,9.559811592,8.358233452,57.02293015
1/23/2018,11.19989109,9.348669052,30.11042595,9.109437943,7.977254868,57.02293015
1/24/2018,11.55116558,9.544247627,30.73573303,9.602298737,8.443759918,57.02293015
1/25/2018,11.55116558,9.544247627,30.73573303,9.602298737,8.443759918,57.02293015
1/26/2018,12.20469475,9.692887306,30.47825623,9.695773125,8.459310532,56.83028412
1/29/2018,11.94328213,9.716355324,30.81665611,9.814740181,8.334909439,57.11925125
1/30/2018,12.02497482,9.700708389,30.50768471,9.840232849,8.420433998,56.22345352
1/31/2018,11.7635603,9.669416428,30.49296761,10.07816601,8.544836044,55.96337891
2/1/2018,11.94328213,9.739826202,30.74309349,9.942203522,8.64591217,55.96337891
2/2/2018,11.90243626,9.599010468,30.0147934,10.02717972,8.373785019,53.458992
2/5/2018,11.22439671,9.223499298,29.68374825,9.653285027,7.891727448,54.42221832
2/6/2018,11.90243626,9.536423683,31.24334145,9.942203522,8.194956779,54.42221832
2/7/2018,11.48581314,9.466016769,30.68424225,9.857227325,7.907278538,54.42221832
2/8/2018,11.24073696,9.466016769,30.59596062,9.627791405,7.806202888,51.53254318
2/9/2018,11.46130371,9.426900864,30.8975811,9.542816162,7.689576626,50.76196671
2/14/2018,12.22103214,9.763295174,32.74407578,10.17163944,8.358233452,54.9038353
2/15/2018,12.25371075,9.951051712,33.80342865,10.30760193,8.210508347,54.9038353
2/16/2018,13.01343918,10.23268414,33.86227798,10.29910278,8.264931679,54.9038353
2/19/2018,13.66697311,10.60037327,34.17124939,10.31609917,8.342681885,54.9038353
2/20/2018,13.19316196,10.303092,33.47973251,10.28210831,8.109431267,55.47213745
2/21/2018,13.31569862,10.53778744,32.95742035,10.32459545,8.055005074,55.46250916
2/22/2018,13.16048527,10.36567783,33.59744644,10.20562935,7.953927994,55.25059891
2/23/2018,13.57711411,10.74901295,33.8990593,10.3670826,7.977254868,53.99840164
2/26/2018,13.91204643,10.81942081,34.87012482,10.83445263,8.459310532,55.38544464
2/27/2018,13.60161781,10.62384319,34.81863022,10.74947453,8.272708893,54.89420319
2/28/2018,13.57711411,10.59254932,33.14133453,10.46905518,7.891727448,53.76723099
3/1/2018,14.01007462,10.94459152,32.69994354,10.02717972,7.541849613,53.05444336
3/2/2018,13.80584621,10.70989609,32.1849823,9.63629055,7.160868168,52.42834091
3/5/2018,13.94472313,10.75683594,32.14819717,9.466339111,7.059790611,51.55181122
3/6/2018,13.33203602,10.46737957,31.99370575,9.857227325,7.059790611,51.86967468
3/7/2018,13.66697311,10.75683594,31.8809967,9.576808929,7.036466599,51.86967468
3/8/2018,13.09513092,10.45955658,30.84681702,9.372862816,6.67881155,51.28210831
3/9/2018,13.17682171,10.41261959,31.3229866,9.50032711,6.943166256,50.62711716
3/12/2018,13.42235374,10.53806877,31.59083366,9.644787788,7.013143539,51.13762283
3/13/2018,13.33232975,10.54591084,31.34531212,9.5513134,6.896515369,50.53078842
3/14/2018,13.13589954,10.27932262,31.69499779,9.63629055,6.84986496,50.81013107
3/15/2018,12.71849823,10.00489616,31.54619217,9.466339111,6.63216114,50.81013107
3/16/2018,12.64484024,10.15387154,31.47178841,9.474835396,6.616611004,52.30312347
3/19/2018,12.30109692,9.887280464,30.57897758,9.00746727,6.422234535,49.96248627
3/20/2018,12.88218403,10.39693642,30.95097923,9.304883003,6.546635151,49.96248627
3/21/2018,13.07861137,10.40477562,31.62059593,9.53431797,6.904290199,52.97738647
3/22/2018,12.5711813,10.09898567,31.19651031,9.42385006,6.764337063,50.85828781
3/23/2018,12.35020256,10.10682583,30.95097923,9.304883003,6.663262367,49.41345215
3/26/2018,12.53025913,10.23227882,31.24858856,9.364365578,6.663262367,50.5885849
3/27/2018,12.36657047,10.01273632,30.40041351,9.185916901,6.531085014,49.2882309
3/28/2018,12.2356205,9.895124435,30.90633965,9.083945274,6.468884468,49.21117401
3/29/2018,12.6857605,10.31068707,31.40483475,9.279390335,6.842089176,49.21117401
4/2/2018,12.80034161,10.22443676,31.99259949,9.287887573,6.950940609,49.21117401
4/3/2018,12.8739996,10.31852436,31.89587784,9.109437943,6.834313869,50.02991104
4/4/2018,12.56299496,10.19307327,31.65779495,8.922491074,6.686587334,50.02991104
4/5/2018,13.40598392,10.71840858,32.17860031,8.990470886,6.896515369,50.02991104
4/6/2018,13.20137501,10.63216305,31.79915619,8.863005638,6.70213747,50.02991104
4/9/2018,12.93947601,10.60863781,31.95540428,8.548596382,6.523309708,52.10084915
4/10/2018,13.20956039,10.72625065,33.36158371,8.59108448,6.647712231,52.10084915
4/11/2018,13.11134815,10.5929575,33.21278381,8.676059723,6.834313869,51.4747467
4/12/2018,13.46327591,10.8987484,33.33926773,8.956480026,6.888739586,52.26459503
4/13/2018,13.43053913,10.82818222,33.46575165,8.93948555,6.810988903,52.26459503
4/16/2018,13.38961792,10.82034206,33.13838577,8.52310276,6.624387264,53.9695015
4/17/2018,13.74973011,11.12613297,34.17255783,8.701551437,6.756562233,55.57809067
4/18/2018,14.19168472,11.46328735,35.32578659,9.398357391,7.176417828,55.57809067
4/19/2018,14.05254936,11.32215214,35.58619308,9.729763031,7.207519054,55.57809067
4/20/2018,13.8724966,11.46328735,35.43738556,9.559811592,7.067566395,55.57809067
4/23/2018,13.69243908,11.2907896,35.34066391,9.33887291,7.098666668,56.88807678
4/24/2018,13.71699047,11.14965343,35.9433136,9.134931564,7.098666668,57.8513031
4/25/2018,13.72517586,11.1574955,35.67546844,9.253897667,7.106443405,57.62013245
4/26/2018,13.92978477,11.44760609,36.23347473,9.396883011,7.168643951,57.62013245
4/27/2018,13.65151691,11.14181519,35.97307968,9.149372101,6.919839382,55.85742569
4/30/2018,13.62696266,11.03204346,36.21115875,9.302998543,6.826538563,55.85742569
5/2/2018,13.29140377,10.74193096,36.24092102,9.243254662,6.927614212,58.50629807
5/3/2018,13.49601269,10.90659046,36.52365112,9.03841877,6.67103672,58.50629807
5/4/2018,13.78246593,11.11829281,36.97750092,9.371279716,6.764337063,58.50629807
5/7/2018,13.38961792,10.96147537,36.63525391,9.183512688,6.585511684,59.75849152
5/8/2018,13.36506271,10.9457922,36.59804535,9.260326385,6.585511684,59.75849152
5/9/2018,14.20805264,11.67499161,37.38670349,9.456626892,6.764337063,60.31715775
5/10/2018,14.60908604,11.80828476,38.24232101,9.499300957,6.989816189,60.31715775
5/11/2018,14.52724266,11.80828476,39.15745926,9.405417442,7.215293884,62.455513
5/14/2018,14.49450588,11.52601433,40.37763977,9.260326385,7.401896477,63.08161163
5/15/2018,14.55179882,11.64362717,40.66036606,8.85918808,7.308594704,63.30315781
5/16/2018,14.93645859,11.87101173,41.59038544,9.294464111,7.448546886,65.87286377
5/17/2018,14.69911289,11.57305813,41.20349503,9.209115982,7.238618851,65.87286377
5/18/2018,14.53542805,11.52601433,40.74964523,9.115232468,7.207519054,63.25495529
5/21/2018,14.05254936,11.2437458,39.43273544,8.867722511,7.036466599,61.81558228
5/22/2018,13.89631844,11.11758804,38.94169617,8.731163025,7.145317554,62.12470627
5/23/2018,13.58385658,10.84161854,38.64408493,8.406839371,6.764337063,58.48281479
5/24/2018,13.6003027,10.69181061,39.03097534,8.193468094,6.686587334,58.62771606
5/25/2018,13.032938,10.25025749,38.30183792,7.689911366,6.352258205,58.76296616
5/28/2018,12.21889305,9.627356529,37.99679184,7.126610279,5.714699745,58.76296616
5/29/2018,12.39979267,9.382927895,37.31973648,7.305841923,5.955727577,57.0048027
5/30/2018,12.16955757,9.028112411,37.66943359,7.041260242,5.98682785,58.29927063
6/1/2018,12.71225357,9.414468765,39.25417328,7.544817924,6.041253567,60.63703918
6/4/2018,13.04938221,9.461777687,39.07561111,8.048374176,6.943166256,59.77728271
6/5/2018,13.27961731,9.233118057,39.97586823,7.82646656,6.950940609,61.74795532
6/6/2018,13.08227444,9.10696125,41.71686172,7.596026897,6.772112846,61.74795532
6/7/2018,12.20244789,8.752142906,40.45203781,7.083936214,6.655488014,63.39019394
6/8/2018,11.77486897,8.46040535,37.86286926,7.254633427,6.321157455,60.37620926
6/11/2018,11.67619705,8.389443398,37.83311081,6.887632847,6.266732216,61.17801285
6/12/2018,11.93932438,8.342133522,38.46552277,7.083936214,6.577735901,59.87388229
6/13/2018,11.89820862,8.476175308,38.35392761,7.02419138,6.531085014,61.4195137
6/14/2018,11.73375607,8.436752319,38.47296524,6.802284241,6.375582695,61.4195137
6/15/2018,11.54463387,8.555023193,36.55340576,6.35847187,6.111229897,58.93684387
6/18/2018,11.59397125,8.68906498,36.61292648,6.307263374,6.111229897,59.8255806
6/19/2018,11.54463387,8.633870125,35.93587875,6.418215752,6.204531193,57.43951035
6/20/2018,12.12022209,9.10696125,36.31532288,6.546238899,6.227856636,57.92251968
6/21/2018,11.50352097,8.665411949,35.124897,6.196310043,5.870201588,58.4924736
6/22/2018,11.72553444,8.728489876,35.72010803,6.11096096,6.002378464,58.44417191
6/25/2018,11.40484905,8.555023193,35.08769989,6.102426529,5.916852474,55.48815155
6/26/2018,11.06772041,8.302709579,35.96563339,6.068286896,5.862426281,55.58475876
6/27/2018,11.14994717,8.16078186,35.82427597,6.102426529,5.846877098,55.58475876
6/28/2018,11.45418549,8.326364517,36.50876617,6.341402054,5.901301861,55.02446365
6/29/2018,11.43774033,8.45252037,36.89565277,6.247519016,6.111229897,55.02446365
7/2/2018,11.44596291,8.602334023,36.27811813,6.170705318,6.049028873,53.82660294
7/3/2018,11.75020218,8.901955605,35.68291092,6.614518166,6.080129147,53.82660294
7/4/2018,11.98865509,8.965032578,35.73498917,7.015656948,6.243405819,53.82660294
7/5/2018,12.46557331,9.327733994,36.97750092,6.90470314,6.0879035,53.82660294
7/6/2018,12.76159,9.438122749,37.45366287,6.862029552,6.196754932,53.82660294
7/10/2018,12.53957748,9.343506813,36.85100937,6.725471973,6.196754932,55.47849655
7/11/2018,12.24356365,9.122731209,36.35252762,6.426751614,5.885752678,54.29995346
7/12/2018,12.9095974,9.643127441,37.53551102,7.02419138,6.227856636,56.34791565
7/13/2018,12.75336647,9.556394577,37.43134308,7.101005077,6.235630989,55.05344772
7/16/2018,12.93426609,9.635242462,37.20069885,7.109540462,6.18120575,54.61873627
7/17/2018,13.2878418,9.942749023,37.72151566,7.425330639,6.391133785,54.61873627
7/18/2018,13.37829113,9.808708191,38.27951813,7.177818298,6.290056229,57.52645493
7/19/2018,13.13161182,9.532740593,36.77661133,7.135144711,6.18120575,55.89388275
7/20/2018,13.36184311,9.769286156,36.24836349,7.536282539,6.375582695,53.63339615
7/23/2018,13.40295887,9.72197628,36.90309525,7.527748585,6.367806435,54.58009338
7/24/2018,13.79764748,9.990058899,38.17535782,7.69844532,6.772112846,56.57975769
7/25/2018,13.69075108,9.990058899,38.50271988,7.894747257,6.803214073,56.57975769
7/26/2018,13.37006855,9.643127441,39.26905441,7.792327881,6.733237743,56.57975769
7/27/2018,13.84698391,10.03736877,39.76754761,7.809397221,7.230844021,56.57975769
7/30/2018,14.07721901,10.13198757,40.42228317,7.817932606,7.090892792,57.22699356
7/31/2018,13.71542168,9.808708191,40.80173111,7.570422173,7.137542725,57.22699356
8/1/2018,13.48518562,9.903327942,39.47738266,7.50214386,7.176417828,57.22699356
8/2/2018,13.68252945,10.08467674,39.313694,7.647236347,7.432996273,57.83558273
8/3/2018,14.05254936,10.14775562,40.22487259,7.724050522,7.502972603,57.28495026
8/6/2018,13.85520458,9.950637817,40.1100502,7.536282539,7.425220966,56.8985405
8/7/2018,13.71542168,9.769286156,40.37796402,7.450933933,7.47964859,58.6953392
8/8/2018,14.14299965,10.08467674,40.1100502,7.510679245,7.456321239,58.6953392
8/9/2018,13.80587006,9.785053253,39.68139267,7.280236721,7.36301899,58.03844452
8/10/2018,13.21383667,9.422353745,39.58189011,6.751075268,7.121992111,56.73432159
8/13/2018,13.08227444,9.43023777,40.01819611,6.913238525,7.456321239,56.8405838
8/14/2018,13.40295887,9.50120163,40.38561249,7.049795151,7.417446613,55.98082352
8/15/2018,12.76159,9.406583786,38.58678436,6.768145561,7.028692245,53.26631165
8/16/2018,12.76159,9.382927895,38.05862427,6.827888966,6.982040405,53.56577301
8/17/2018,12.8684845,9.438122749,38.88531876,6.77668047,7.005365849,55.64271927
8/20/2018,13.3289547,9.619474411,39.37520981,7.143679619,7.33969593,56.70534134
8/21/2018,13.11516666,9.603703499,39.59719467,6.827888966,7.083117008,57.98048401
8/22/2018,13.45528126,9.787164688,40.79896545,6.947377682,7.347470284,59.29427338
8/23/2018,13.10687065,9.739302635,40.83723831,6.844959736,7.017756462,58.68568039
8/24/2018,13.18152905,9.970623016,41.44960785,6.964447021,7.192991734,60.28926849
8/27/2018,13.36402988,10.13015366,42.61310196,7.058331013,7.259747028,60.81092072
8/28/2018,13.44698334,10.17003536,42.59778976,6.99005127,7.084512234,62.32756805
8/29/2018,13.52164364,10.28968048,42.26864624,7.109540462,7.17630291,62.62703705
8/30/2018,13.20641613,10.13015366,41.77109909,6.896167755,7.226369858,61.32291031
8/31/2018,13.30596256,10.14610386,41.04390717,6.887632847,7.326503754,60.60805893
9/3/2018,13.14834785,10.16205883,41.37305832,6.844959736,7.384916306,60.60805893
9/4/2018,12.94925594,9.890856743,39.80386734,6.836424351,7.001067162,58.96582794
9/5/2018,12.92436981,9.842998505,39.9186821,6.725471973,6.925965786,57.81626511
9/6/2018,13.15664196,9.978599548,40.9367485,6.77668047,6.967689514,57.22699356
9/10/2018,12.93266392,9.906811714,40.73772812,6.716936111,7.126234531,57.46849442
9/11/2018,12.60914135,9.643586159,40.25548935,6.315798283,6.817487717,57.46849442
9/12/2018,12.68379974,9.699422836,40.91378403,6.2304492,6.934310913,58.83058167
9/13/2018,12.67550468,9.595726967,41.16638565,6.068286896,6.909276485,58.6953392
9/14/2018,12.65891361,9.731328964,42.25333786,5.974403381,7.092856884,59.77728271
9/17/2018,12.96584797,9.850976944,42.13086319,6.495030403,7.209681034,59.44883347
9/18/2018,13.82857895,10.36944771,43.89142227,6.827888966,7.451673031,61.21665192
9/19/2018,13.91982746,10.20991898,44.84059525,7.126610279,7.460017204,62.42417526
9/20/2018,13.93641758,10.34551907,45.4070282,6.870564461,7.368227005,64.14369202
9/21/2018,14.1023283,10.28968048,46.70064926,7.23756218,7.593530178,62.9458313
9/24/2018,13.73732853,10.40135384,46.08063507,7.075400352,7.334848881,63.12936401
9/25/2018,14.48392296,10.72838879,47.61154938,7.16928339,7.752075195,64.66533661
9/26/2018,14.19357872,10.69648457,45.93519592,7.177818298,7.760420322,63.14868927
9/27/2018,14.24335098,10.68850803,45.52950287,7.194888115,7.718697071,60.95582199
9/28/2018,14.25994301,10.64862633,45.78976059,7.101005077,7.793799877,61.18767166
10/1/2018,13.8368721,10.37742424,46.23372269,6.844959736,7.768764496,61.1007309
10/2/2018,13.94471264,10.51302528,46.84609222,7.254633427,8.077513695,58.9948082
10/3/2018,13.67925835,10.33754063,45.88927078,7.578956127,8.019100189,58.47315216
10/4/2018,13.44698334,10.29765987,45.00898743,7.749655724,8.019100189,57.48781204
10/5/2018,13.10687065,10.05836296,44.00624466,7.69844532,7.827176094,55.08242798
10/8/2018,12.94925594,10.06634331,43.66943359,8.534860611,8.094202995,54.03912354
10/9/2018,13.29766655,10.29765987,44.16698837,8.54339695,8.261092186,53.15038681
10/10/2018,12.89948273,10.04241085,42.78150177,7.911817074,7.78545475,51.28596878
10/11/2018,13.05709648,10.05836296,43.23312759,7.945957184,7.626908302,50.91888428
10/15/2018,12.8828907,10.13015366,44.14402008,8.253212929,7.793799877,51.43087387
