Date,Adj Close
2016-01-04,3.0011889934539795
2016-01-05,2.8534622192382812
2016-01-06,2.6279845237731934
2016-01-07,2.5657835006713867
2016-01-08,2.6590847969055176
2016-01-11,2.620209217071533
2016-01-12,2.5502328872680664
2016-01-13,2.488032817840576
2016-01-14,2.5657835006713867
2016-01-15,2.464707374572754
2016-01-18,2.488032817840576
2016-01-19,2.5502328872680664
2016-01-20,2.503582715988159
2016-01-21,2.5813333988189697
2016-01-22,2.68241024017334
2016-01-26,2.6590847969055176
2016-01-27,2.705735445022583
2016-01-28,2.68241024017334
2016-01-29,2.7601606845855713
2016-02-01,2.915663003921509
2016-02-02,2.931213140487671
2016-02-03,2.946763277053833
2016-02-04,3.2344419956207275
2016-02-05,3.405494451522827
2016-02-10,3.3821685314178467
2016-02-11,3.0167396068573
2016-02-12,3.1255908012390137
2016-02-15,3.187791109085083
2016-02-16,3.4443700313568115
2016-02-17,3.537670612335205
2016-02-18,3.568772077560425
2016-02-19,3.599871873855591
2016-02-22,3.9808521270751953
2016-02-23,4.058602809906006
2016-02-24,4.066377639770508
2016-02-25,4.058602809906006
2016-02-26,3.887550115585327
2016-02-29,4.0430521965026855
2016-03-01,4.198554992675781
2016-03-02,4.392932891845703
2016-03-03,5.053816318511963
2016-03-04,5.877976417541504
2016-03-07,6.398909091949463
2016-03-08,5.528097152709961
2016-03-09,5.302618980407715
2016-03-10,5.6991496086120605
2016-03-11,5.489221572875977
2016-03-14,5.380370616912842
2016-03-15,4.719487190246582
2016-03-16,5.217092990875244
2016-03-17,6.165655612945557
2016-03-18,6.1578803062438965
2016-03-21,6.142330646514893
2016-03-22,6.328932762145996
2016-03-23,5.909076690673828
2016-03-24,6.0568037033081055
2016-03-28,6.064579963684082
2016-03-29,5.753575325012207
2016-03-30,5.792449951171875
2016-03-31,5.543647289276123
2016-04-01,5.7146992683410645
2016-04-04,5.403695583343506
2016-04-05,5.909076690673828
2016-04-06,5.971277713775635
2016-04-07,5.901302337646484
2016-04-08,6.41445779800415
2016-04-11,6.989816665649414
2016-04-12,8.38155746459961
2016-04-13,10.107632637023926
2016-04-14,8.91026496887207
2016-04-15,9.267921447753906
2016-04-18,9.407872200012207
2016-04-19,10.340885162353516
2016-04-20,10.62078857421875
2016-04-22,10.418635368347168
2016-04-25,9.462298393249512
2016-04-26,9.563374519348145
2016-04-27,10.068757057189941
2016-04-28,10.076530456542969
2016-04-29,10.216482162475586
2016-05-02,10.02988052368164
2016-05-03,9.501173973083496
2016-05-04,9.151294708251953
2016-05-05,8.568161010742188
2016-05-06,8.661462783813477
2016-05-09,7.790651321411133
2016-05-10,8.140531539916992
2016-05-11,7.7362260818481445
2016-05-12,7.487422943115234
2016-05-13,6.531084060668945
2016-05-16,6.468883991241455
2016-05-17,6.41445779800415
2016-05-18,6.072354793548584
2016-05-19,5.792449951171875
2016-05-20,5.660274505615234
2016-05-23,5.62139892578125
2016-05-24,5.325944900512695
2016-05-25,5.248193264007568
2016-05-27,4.999390602111816
2016-05-30,5.046041488647461
2016-05-31,5.084916114807129
2016-06-01,4.95274019241333
2016-06-02,5.294844627380371
2016-06-03,5.7069244384765625
2016-06-06,5.745799541473389
2016-06-07,5.43479585647583
2016-06-08,6.328932762145996
2016-06-09,5.862426280975342
2016-06-10,5.403695583343506
2016-06-13,5.44257116317749
2016-06-14,5.1859917640686035
2016-06-15,5.4736714363098145
2016-06-16,5.629172325134277
2016-06-17,5.6991496086120605
2016-06-20,5.784675598144531
2016-06-21,5.8157758712768555
2016-06-22,5.769125461578369
2016-06-23,6.282281398773193
2016-06-24,5.730249881744385
2016-06-27,5.675824165344238
2016-06-28,5.839101314544678
2016-06-29,6.080129146575928
2016-06-30,6.080129146575928
2016-07-01,6.810988903045654
2016-07-04,7.230843544006348
2016-07-05,6.694363117218018
2016-07-06,7.0442423820495605
2016-07-07,6.639936923980713
2016-07-08,7.0442423820495605
2016-07-11,7.106443405151367
2016-07-12,7.440773010253906
2016-07-13,7.4951982498168945
2016-07-14,7.604047775268555
2016-07-15,7.969478607177734
2016-07-18,8.148306846618652
2016-07-19,8.093879699707031
2016-07-20,7.969478607177734
2016-07-21,8.397109985351562
2016-07-22,8.459308624267578
2016-07-25,8.53706169128418
2016-07-26,8.715888977050781
2016-07-27,8.824739456176758
2016-07-28,8.824739456176758
2016-07-29,8.607037544250488
2016-08-01,8.303808212280273
2016-08-02,7.806201457977295
2016-08-03,8.249382019042969
2016-08-04,8.467085838317871
2016-08-05,8.568161010742188
2016-08-08,8.350458145141602
2016-08-09,8.505961418151855
2016-08-10,8.163856506347656
2016-08-11,8.53706169128418
2016-08-12,8.38155746459961
2016-08-15,8.669238090515137
2016-08-16,8.18718147277832
2016-08-17,8.039456367492676
2016-08-18,7.9150543212890625
2016-08-19,7.845077037811279
2016-08-22,7.191969394683838
2016-08-23,7.300820350646973
2016-08-24,6.787662982940674
2016-08-25,6.865415096282959
2016-08-26,6.84208869934082
2016-08-29,7.036466598510742
2016-08-30,6.81876277923584
2016-08-31,6.686586856842041
2016-09-01,6.84208869934082
2016-09-02,7.541848182678223
2016-09-05,7.549623966217041
2016-09-06,7.363020896911621
2016-09-08,7.191969394683838
2016-09-09,6.725462913513184
2016-09-12,6.834314346313477
2016-09-13,6.328932762145996
2016-09-14,6.422234058380127
2016-09-15,6.430008888244629
2016-09-16,6.227856636047363
2016-09-19,6.6088361740112305
2016-09-20,6.601060390472412
2016-09-21,6.888740062713623
2016-09-22,6.919839859008789
2016-09-23,6.772112846374512
2016-09-26,6.741013050079346
2016-09-27,6.694363117218018
2016-09-28,7.230843544006348
2016-09-29,7.0442423820495605
2016-09-30,7.067566871643066
2016-10-03,7.3941216468811035
2016-10-04,7.324146747589111
2016-10-05,7.510748386383057
