Date,Adj Close
2000-01-03,260.3116149902344
2000-01-04,254.30026245117188
2000-01-05,262.99530029296875
2000-01-06,271.04608154296875
2000-01-07,283.3908386230469
2000-01-10,292.51507568359375
2000-01-11,288.2213134765625
2000-01-12,292.51507568359375
2000-01-13,257.6279602050781
2000-01-14,289.8313903808594
2000-01-17,290.90484619140625
2000-01-18,311.3005065917969
2000-01-19,298.9557189941406
2000-01-20,292.51507568359375
2000-01-21,292.51507568359375
2000-01-24,287.20147705078125
2000-01-25,287.20147705078125
2000-01-26,279.0433654785156
2000-01-27,281.78057861328125
2000-01-28,280.1704406738281
2000-01-31,268.3625793457031
2000-02-01,264.60546875
2000-02-02,268.3625793457031
2000-02-03,274.8031005859375
2000-02-04,268.3625793457031
2000-02-07,281.24383544921875
2000-02-08,289.8313903808594
2000-02-09,289.8313903808594
2000-02-10,287.1478576660156
2000-02-11,278.5603332519531
2000-02-14,271.04608154296875
2000-02-15,273.729736328125
2000-02-16,279.0969543457031
2000-02-17,278.5603332519531
2000-02-18,277.2184143066406
2000-02-21,279.6337585449219
2000-02-22,277.4868469238281
2000-02-23,277.4868469238281
2000-02-24,271.04608154296875
2000-02-25,269.9727478027344
2000-02-28,262.99530029296875
2000-02-29,263.6392517089844
2000-03-01,261.9219055175781
2000-03-02,261.6534423828125
2000-03-03,260.3116149902344
2000-03-06,260.3116149902344
2000-03-07,260.3116149902344
2000-03-08,260.3116149902344
2000-03-09,260.0433349609375
2000-03-10,260.3116149902344
2000-03-13,260.3116149902344
2000-03-14,252.15333557128906
2000-03-15,245.82009887695312
2000-03-16,252.26080322265625
2000-03-17,244.2097930908203
2000-03-20,244.2097930908203
2000-03-21,241.52621459960938
2000-03-22,244.74664306640625
2000-03-23,252.20706176757812
2000-03-24,253.33416748046875
2000-03-27,252.26080322265625
2000-03-28,246.3030548095703
2000-03-29,247.96690368652344
2000-03-30,246.89344787597656
2000-03-31,244.2097930908203
2000-04-03,233.47535705566406
2000-04-04,236.1053009033203
2000-04-05,236.15887451171875
2000-04-06,240.45281982421875
2000-04-07,241.52621459960938
2000-04-10,238.84262084960938
2000-04-11,236.6957550048828
2000-04-12,236.15887451171875
2000-04-13,225.42446899414062
2000-04-14,213.07980346679688
2000-04-17,209.32276916503906
2000-04-18,218.9837646484375
2000-04-19,214.85105895996094
2000-04-20,228.1081085205078
2000-04-21,228.1081085205078
2000-04-24,225.42446899414062
2000-04-25,232.4020233154297
2000-04-26,232.34820556640625
2000-04-27,236.15887451171875
2000-04-28,234.0120391845703
2000-05-01,234.0120391845703
2000-05-02,1.3716305494308472
2000-05-03,1.3239210844039917
2000-05-04,1.3358482122421265
2000-05-05,1.3597031831741333
2000-05-08,1.3358482122421265
2000-05-09,1.288139820098877
2000-05-10,1.240431308746338
2000-05-11,1.2523581981658936
2000-05-12,1.2165759801864624
2000-05-15,1.2165759801864624
2000-05-16,1.2285029888153076
2000-05-17,1.204648733139038
2000-05-18,1.133086085319519
2000-05-19,1.097303867340088
2000-05-22,1.0734496116638184
2000-05-23,1.0257407426834106
2000-05-24,1.0138133764266968
2000-05-25,1.037668228149414
2000-05-26,1.097303867340088
2000-05-29,1.121158242225647
2000-05-30,1.1927225589752197
2000-05-31,1.2523581981658936
2000-06-01,1.3000668287277222
2000-06-02,1.288139820098877
2000-06-05,1.3000668287277222
2000-06-07,1.3239210844039917
2000-06-08,1.3239210844039917
2000-06-09,1.3119940757751465
2000-06-12,1.276212215423584
2000-06-13,1.2642850875854492
2000-06-14,1.2523581981658936
2000-06-15,1.180794596672058
2000-06-16,1.1688673496246338
2000-06-19,1.1450130939483643
2000-06-20,1.1688673496246338
2000-06-21,1.2642850875854492
2000-06-23,1.2523581981658936
2000-06-26,1.2285029888153076
2000-06-27,1.264304757118225
2000-06-28,1.3358685970306396
2000-06-29,1.3239415884017944
2000-06-30,1.3120136260986328
2000-07-03,1.3120136260986328
2000-07-04,1.371651530265808
2000-07-05,1.3955062627792358
2000-07-06,1.431288480758667
2000-07-07,1.455143690109253
2000-07-10,1.4670705795288086
2000-07-11,1.4074337482452393
2000-07-12,1.3835781812667847
2000-07-13,1.3835781812667847
2000-07-14,1.3835781812667847
2000-07-17,1.3955062627792358
2000-07-18,1.4193611145019531
2000-07-19,1.4074337482452393
2000-07-20,1.371651530265808
2000-07-21,1.3955062627792358
2000-07-24,1.3955062627792358
2000-07-25,1.371651530265808
2000-07-26,1.3835781812667847
2000-07-27,1.371651530265808
2000-07-28,1.3597241640090942
2000-07-31,1.3955062627792358
2000-08-01,1.371651530265808
2000-08-02,1.3835781812667847
2000-08-03,1.3955062627792358
2000-08-04,1.4074337482452393
2000-08-07,1.4193611145019531
2000-08-08,1.4193611145019531
2000-08-09,1.4193611145019531
2000-08-10,1.455143690109253
2000-08-11,1.5028526782989502
2000-08-14,1.5863443613052368
2000-08-15,1.6101993322372437
2000-08-16,1.5863443613052368
2000-08-17,1.5505619049072266
2000-08-18,1.4909250736236572
2000-08-21,1.4670705795288086
2000-08-22,1.4789981842041016
2000-08-23,1.455143690109253
2000-08-24,1.431288480758667
2000-08-25,1.431288480758667
2000-08-28,1.455143690109253
2000-08-29,1.4789981842041016
2000-08-30,1.514780044555664
2000-08-31,1.5624901056289673
2000-09-01,1.5744173526763916
2000-09-04,1.5624901056289673
2000-09-05,1.5386356115341187
2000-09-06,1.5505619049072266
2000-09-08,1.5267081260681152
2000-09-11,1.4909250736236572
2000-09-12,1.5028526782989502
2000-09-13,1.5267081260681152
2000-09-14,1.5028526782989502
2000-09-15,1.4789981842041016
2000-09-18,1.4074337482452393
2000-09-19,1.455143690109253
2000-09-20,1.4074337482452393
2000-09-21,1.371651530265808
2000-09-22,1.4432162046432495
2000-09-25,1.4789981842041016
2000-09-26,1.4789981842041016
2000-09-27,1.4193611145019531
2000-09-28,1.431288480758667
2000-09-29,1.4074337482452393
2000-10-02,1.3358685970306396
2000-10-03,1.3120136260986328
2000-10-04,1.3000863790512085
