Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,15.4399995803833,14.890000343322754,14.90999984741211,14.9399995803833,20687900.0,13.08871841430664
2021-01-05,15.229999542236328,14.5600004196167,14.970000267028809,15.100000381469727,18302900.0,13.228893280029297
2021-01-06,16.149999618530273,15.100000381469727,15.220000267028809,15.829999923706055,23592900.0,13.86843490600586
2021-01-07,16.59000015258789,15.90999984741211,15.90999984741211,16.59000015258789,22298600.0,14.534260749816895
2021-01-08,17.079999923706055,16.100000381469727,16.780000686645508,16.510000228881836,23237000.0,14.464174270629883
2021-01-11,17.309999465942383,16.100000381469727,16.309999465942383,16.709999084472656,38579700.0,14.639389991760254
2021-01-12,17.100000381469727,16.260000228881836,16.90999984741211,16.479999542236328,21970300.0,14.43789005279541
2021-01-13,16.440000534057617,15.40999984741211,16.440000534057617,15.479999542236328,31890300.0,13.561805725097656
2021-01-14,15.869999885559082,15.430000305175781,15.640000343322754,15.760000228881836,20884100.0,13.807108879089355
2021-01-15,15.670000076293945,14.8100004196167,15.539999961853027,15.020000457763672,17728000.0,13.158805847167969
2021-01-18,15.34000015258789,15.0,15.199999809265137,15.0600004196167,11844100.0,13.193849563598633
2021-01-19,15.180000305175781,14.15999984741211,15.149999618530273,14.350000381469727,22475700.0,12.57182788848877
2021-01-20,14.550000190734863,13.850000381469727,14.430000305175781,14.109999656677246,17678700.0,12.361567497253418
2021-01-21,14.619999885559082,13.949999809265137,14.149999618530273,14.15999984741211,16668700.0,12.405372619628906
2021-01-22,14.239999771118164,13.630000114440918,13.869999885559082,14.15999984741211,10835800.0,12.405372619628906
2021-01-26,14.279999732971191,13.430000305175781,14.15999984741211,13.520000457763672,14917000.0,11.844676971435547
2021-01-27,13.520000457763672,12.8100004196167,13.329999923706055,13.100000381469727,27750100.0,11.47672176361084
2021-01-28,13.970000267028809,12.90999984741211,12.90999984741211,13.90999984741211,18344200.0,12.18635082244873
2021-01-29,13.829999923706055,13.149999618530273,13.720000267028809,13.199999809265137,14026800.0,11.564330101013184
2021-02-01,13.600000381469727,13.180000305175781,13.449999809265137,13.350000381469727,13291400.0,11.6957426071167
2021-02-02,13.5,12.960000038146973,13.420000076293945,13.069999694824219,20396600.0,11.450438499450684
2021-02-03,13.270000457763672,13.0,13.1899995803833,13.020000457763672,20434100.0,11.406635284423828
2021-02-04,13.6899995803833,13.09000015258789,13.09000015258789,13.149999618530273,20660200.0,11.520524978637695
2021-02-05,13.949999809265137,13.119999885559082,13.279999732971191,13.729999542236328,21747600.0,12.028655052185059
2021-02-08,14.34000015258789,13.75,13.989999771118164,13.880000114440918,23632700.0,12.16006851196289
2021-02-09,14.100000381469727,13.720000267028809,13.949999809265137,14.0600004196167,14588800.0,12.317764282226562
2021-02-10,14.220000267028809,13.550000190734863,14.100000381469727,13.8100004196167,20847700.0,12.098742485046387
2021-02-11,14.1899995803833,13.850000381469727,13.949999809265137,14.140000343322754,18142800.0,12.387850761413574
2021-02-12,14.850000381469727,14.130000114440918,14.649999618530273,14.1899995803833,38199700.0,12.431654930114746
2021-02-17,15.079999923706055,14.34000015258789,14.34000015258789,15.010000228881836,25529100.0,13.150044441223145
2021-02-18,15.430000305175781,14.75,15.1899995803833,14.829999923706055,24488400.0,12.992348670959473
2021-02-19,15.020000457763672,14.569999694824219,14.739999771118164,14.970000267028809,14984600.0,13.11500072479248
2021-02-22,15.5,14.25,14.399999618530273,14.989999771118164,25730300.0,13.132522583007812
2021-02-23,15.779999732971191,14.960000038146973,15.210000038146973,15.739999771118164,36517500.0,13.789587020874023
2021-02-24,17.290000915527344,15.8100004196167,15.8100004196167,17.239999771118164,50112300.0,15.103716850280762
2021-02-25,17.600000381469727,16.270000457763672,17.239999771118164,16.489999771118164,25030400.0,14.446653366088867
2021-02-26,16.899999618530273,15.960000038146973,16.450000762939453,16.239999771118164,19887500.0,14.227629661560059
2021-03-01,17.219999313354492,16.239999771118164,16.489999771118164,16.850000381469727,21799400.0,14.762042045593262
2021-03-02,17.420000076293945,16.350000381469727,16.610000610351562,17.229999542236328,20234300.0,15.094954490661621
2021-03-03,17.829999923706055,16.770000457763672,17.299999237060547,17.31999969482422,27774200.0,15.173803329467773
2021-03-04,17.59000015258789,16.579999923706055,17.299999237060547,16.809999465942383,25979600.0,14.726997375488281
2021-03-05,17.940000534057617,16.6299991607666,16.799999237060547,17.790000915527344,22994900.0,15.585563659667969
2021-03-08,18.049999237060547,16.889999389648438,17.5,16.989999771118164,19554400.0,14.884693145751953
2021-03-09,17.25,16.350000381469727,16.700000762939453,17.09000015258789,19040100.0,14.972302436828613
2021-03-10,17.200000762939453,16.280000686645508,17.049999237060547,16.540000915527344,19439300.0,14.490455627441406
2021-03-11,17.56999969482422,16.760000228881836,16.81999969482422,17.280000686645508,21814200.0,15.13875961303711
2021-03-12,17.81999969482422,16.860000610351562,17.200000762939453,16.8799991607666,23147900.0,14.788325309753418
2021-03-15,17.209999084472656,16.719999313354492,16.889999389648438,17.079999923706055,14459600.0,14.963542938232422
2021-03-16,18.850000381469727,17.290000915527344,17.309999465942383,18.540000915527344,52852500.0,16.24262809753418
2021-03-17,18.729999542236328,18.190000534057617,18.559999465942383,18.3700008392334,20069100.0,16.093692779541016
2021-03-18,18.899999618530273,17.770000457763672,18.3700008392334,17.959999084472656,18720000.0,15.734498023986816
