Data,Gerdau preferenciais,GP%,Gerdau Metalúrgica preferenciais,GM%,Vale,Vale%,Usiminas,Usiminas%,CSN,CSN%,ArcelorMittal Brasil,AM%
1/4/2016,3.674640656,0,2.57569766,0,8.886400223,0,1.240651011,0,3.001189232,0,0,0
1/5/2016,3.504668713,-0.169971943,2.467410088,-0.108287572,8.767355919,-0.119044304,1.138679743,-0.101971268,2.853462219,-0.147727013,0,0
1/6/2016,3.221381903,-0.28328681,2.243099928,-0.22431016,8.123109818,-0.644246101,1.036708355,-0.101971388,2.627984285,-0.225477934,0,0
1/7/2016,3.075690985,-0.145690918,2.17348671,-0.069613218,7.639924049,-0.483185769,0.977225184,-0.059483171,2.565783501,-0.062200784,0,0
1/8/2016,3.180911779,0.105220794,2.188956976,0.015470266,7.38082552,-0.259098529,1.002717853,0.025492669,2.659084797,0.093301296,0,0
1/11/2016,3.059502602,-0.121409177,2.196691275,0.007734299,7.170743942,-0.210081578,1.019713283,0.01699543,2.620208979,-0.038875818,0,0
1/12/2016,2.970469475,-0.089033127,2.165751696,-0.030939579,6.589521408,-0.581222534,0.977225184,-0.042488099,2.550233364,-0.069975615,0,0
1/13/2016,2.77621603,-0.194253445,2.072933912,-0.092817784,6.30241251,-0.287108898,0.875253737,-0.101971447,2.488032341,-0.062201023,0,0
1/14/2016,2.857155085,0.080939055,2.072933912,0,6.757586002,0.455173492,0.883751452,0.008497715,2.565783501,0.07775116,0,0
1/15/2016,2.79240346,-0.064751625,1.972380877,-0.100553035,6.561511517,-0.196074485,0.815770507,-0.067980945,2.464706898,-0.101076603,0,0
1/18/2016,2.849061012,0.056657552,1.995585561,0.023204684,6.225382805,-0.336128712,0.866756141,0.050985634,2.488032341,0.023325443,0,0
1/19/2016,2.784309387,-0.064751625,2.04199481,0.046409249,6.428461075,0.20307827,0.858258545,-0.008497596,2.550233364,0.062201023,0,0
1/20/2016,2.75193429,-0.032375097,1.918237567,-0.123757243,6.449467659,0.021006584,0.866756141,0.008497596,2.503582478,-0.046650886,0,0
1/21/2016,2.679088593,-0.072845697,1.964645743,0.046408176,6.400449753,-0.049017906,0.832765698,-0.033990443,2.581333637,0.077751159,0,0
1/22/2016,2.687182903,0.00809431,1.949176788,-0.015468955,6.323420048,-0.077029705,0.849761009,0.016995311,2.682409763,0.101076126,0,0
1/26/2016,2.654807329,-0.032375574,1.933707118,-0.01546967,6.267398834,-0.056021214,0.824268162,-0.025492847,2.659084797,-0.023324966,0,0
1/27/2016,2.719558477,0.064751148,1.964645743,0.030938625,6.589521408,0.322122574,0.764784873,-0.059483289,2.705735207,0.04665041,0,0
1/28/2016,2.760028124,0.040469647,1.949176788,-0.015468955,6.533500671,-0.056020737,0.730794489,-0.033990384,2.682409763,-0.023325444,0,0
1/29/2016,2.913812637,0.153784513,2.01105547,0.061878682,6.806605339,0.273104668,0.722296953,-0.008497536,2.760161161,0.077751398,0,0
2/1/2016,3.075690985,0.161878348,2.165751696,0.154696226,6.652546883,-0.154058456,0.815770507,0.093473554,2.915663004,0.155501843,0,0
2/2/2016,3.035222054,-0.040468931,2.204425573,0.038673877,6.022304535,-0.630242348,0.798775256,-0.016995251,2.93121314,0.015550136,0,0
2/3/2016,3.010939837,-0.024282217,2.235364914,0.030939341,6.309414864,0.287110329,0.815770507,0.016995251,2.946763277,0.015550137,0,0
2/4/2016,3.326602697,0.31566286,2.47514534,0.239780426,7.24077177,0.931356906,0.866756141,0.050985634,3.234442234,0.287678957,0,0
2/5/2016,3.383259773,0.056657076,2.537023306,0.061877966,7.163742542,-0.077029228,0.858258545,-0.008497596,3.405494452,0.171052218,0,0
2/10/2016,3.407541513,0.02428174,2.54475832,0.007735014,7.142733097,-0.021009445,0.824268162,-0.033990383,3.382168531,-0.023325921,0,0
2/11/2016,3.010939837,-0.396601676,2.196691275,-0.348067045,6.911646366,-0.231086731,0.722296953,-0.101971209,3.016739368,-0.365429163,0,0
2/12/2016,3.035222054,0.024282217,2.258569717,0.061878442,7.177746296,0.26609993,0.722296953,0,3.125590801,0.108851433,0,0
2/15/2016,3.067597151,0.032375097,2.281774282,0.023204565,7.359817505,0.182071209,0.764784873,0.04248792,3.187791348,0.062200547,0,0
2/16/2016,3.318508863,0.250911712,2.38232708,0.100552798,7.906025887,0.546208382,0.832765698,0.067980825,3.444369793,0.256578445,0,0
2/17/2016,3.415635586,0.097126723,2.47514534,0.09281826,8.340191841,0.434165954,0.849761009,0.016995311,3.537671328,0.093301535,0,0
2/18/2016,3.310414314,-0.105221272,2.359122992,-0.116022348,8.060084343,-0.280107498,0.739292145,-0.110468864,3.568771362,0.031100034,0,0
2/19/2016,3.310414314,0,2.428735733,0.069612741,8.284171104,0.224086761,0.747789681,0.008497536,3.599872112,0.03110075,0,0
2/22/2016,3.342790365,0.032376051,2.421001196,-0.007734537,9.201522827,0.917351723,0.773282528,0.025492847,3.980851173,0.380979061,0,0
2/23/2016,3.148536444,-0.194253921,2.312713146,-0.10828805,8.669318199,-0.532204628,0.790277779,0.016995251,4.05860281,0.077751637,0,0
2/24/2016,3.051409006,-0.097127438,2.281774282,-0.030938864,8.200138092,-0.469180107,0.773282528,-0.016995251,4.066378593,0.007775783,0,0
2/25/2016,2.905718565,-0.145690441,2.127077579,-0.154696703,7.716954231,-0.483183861,0.781780124,0.008497596,4.05860281,-0.007775783,0,0
2/26/2016,2.824779034,-0.080939531,2.088403225,-0.038674354,7.702948093,-0.014006138,0.756287277,-0.025492847,3.887550592,-0.171052218,0,0
2/29/2016,2.857155085,0.032376051,2.134812355,0.04640913,8.270165443,0.56721735,0.764784873,0.008497596,4.043052673,0.155502081,0,0
3/1/2016,2.913812637,0.056657552,2.134812355,0,8.970435143,0.7002697,0.773282528,0.008497655,4.198554516,0.155501843,0,0
3/2/2016,3.035222054,0.121409417,2.243099928,0.108287573,9.957810402,0.987375259,0.798775256,0.025492728,4.392932892,0.194378376,0,0
3/3/2016,3.269944668,0.234722614,2.397796631,0.154696703,10.93818569,0.980375288,1.079196334,0.280421078,5.053816319,0.660883427,0,0
3/4/2016,3.796050787,0.526106119,2.776803017,0.379006386,11.58943558,0.65124989,1.155674934,0.0764786,5.877976894,0.824160575,0,0
3/7/2016,4.006490707,0.21043992,2.86188674,0.085083723,12.31071186,0.72127628,1.240651011,0.084976077,6.398908138,0.520931244,0,0
3/8/2016,3.90127182,-0.105218887,2.854151487,-0.007735253,10.52502918,-1.78568268,1.317129374,0.076478363,5.528097153,-0.870810985,0,0
3/9/2016,3.966023445,0.064751625,2.892825603,0.038674116,10.15388489,-0.37114429,1.631541014,0.31441164,5.302619457,-0.225477696,0,0
3/10/2016,4.346436501,0.380413056,3.171279192,0.278453589,9.803752899,-0.350131991,1.792995572,0.161454558,5.699150085,0.396530628,0,0
3/11/2016,4.152183056,-0.194253445,3.062991619,-0.108287573,9.712716103,-0.091036796,1.716517091,-0.076478481,5.489221573,-0.209928512,0,0
3/14/2016,4.273591518,0.121408462,3.055257082,-0.007734537,9.411602974,-0.301113129,1.572057843,-0.144459248,5.380369186,-0.108852387,0,0
3/15/2016,3.844614029,-0.428977489,2.745863914,-0.309393168,9.439612389,0.028009415,1.325626969,-0.246430874,4.719486713,-0.660882473,0,0
3/16/2016,4.046961784,0.202347755,2.877356052,0.131492138,10.37797165,0.938359261,1.470086575,0.144459606,5.217092991,0.497606278,0,0
3/17/2016,4.443564415,0.396602631,3.117135763,0.239779711,10.85415459,0.47618294,1.623043656,0.152957081,6.165654659,0.948561668,0,0
3/18/2016,4.734945774,0.291381359,3.194483995,0.077348232,10.73510933,-0.11904526,1.623043656,0,6.157879829,-0.00777483,0,0
3/21/2016,4.734945774,0,3.310506344,0.116022349,10.60906029,-0.12604904,1.657034039,0.033990383,6.142329693,-0.015550136,0,0
3/22/2016,5.03442049,0.299474716,3.519346714,0.20884037,10.80513573,0.19607544,1.631541014,-0.025493025,6.328932762,0.186603069,0,0
3/23/2016,4.718758106,-0.315662384,3.310506344,-0.20884037,9.887784958,-0.917350772,1.495579362,-0.135961652,5.909076691,-0.419856071,0,0
3/24/2016,4.840165615,0.121407509,3.426528454,0.11602211,10.53903294,0.651247982,1.555062652,0.05948329,6.056803703,0.147727012,0,0
3/28/2016,5.010138512,0.169972897,3.519346714,0.09281826,10.62306595,0.08403301,1.580555558,0.025492906,6.06457901,0.007775307,0,0
3/29/2016,4.921105862,-0.08903265,3.403324842,-0.116021872,10.56704521,-0.05602074,1.546565056,-0.033990502,5.753575802,-0.311003208,0,0
3/30/2016,5.455303669,0.534197807,3.774596453,0.371271611,10.88216591,0.3151207,1.555062652,0.008497596,5.792450905,0.038875103,0,0
3/31/2016,5.293426037,-0.161877632,3.735921621,-0.038674832,10.60906029,-0.27310562,1.538067341,-0.016995311,5.543647766,-0.248803139,0,0
4/1/2016,5.698122025,0.404695988,3.913822651,0.17790103,10.86115837,0.25209808,1.521072268,-0.016995073,5.714699745,0.171051979,0,0
4/4/2016,5.212486744,-0.485635281,3.542550325,-0.371272326,10.35696507,-0.5041933,1.40210557,-0.118966698,5.40369463,-0.311005115,0,0
4/5/2016,5.277238846,0.064752102,3.666308641,0.123758316,10.70709705,0.35013198,1.359617591,-0.042487979,5.909076691,0.505382061,0,0
4/6/2016,5.074890137,-0.202348709,3.542550325,-0.123758316,10.5530386,-0.15405845,1.232153416,-0.127464175,5.971277714,0.062201023,0,0
4/7/2016,4.969669342,-0.105220795,3.449733257,-0.092817068,10.51102352,-0.04201508,1.249148607,0.016995191,5.901301861,-0.069975853,0,0
4/8/2016,5.511962414,0.542293072,3.790065765,0.340332508,11.37235165,0.86132813,1.427598476,0.178449869,6.414458275,0.513156414,0,0
4/11/2016,5.86000061,0.348038196,4.022110939,0.232045174,11.88354778,0.51119613,1.521072268,0.093473792,6.989816189,0.575357914,0,0
4/12/2016,6.256603241,0.396602631,4.207746506,0.185635567,13.12302303,1.23947525,1.691024423,0.169952155,8.381559372,1.391743183,0,0
4/13/2016,6.742239475,0.485636234,4.555813789,0.348067283,13.70424557,0.58122254,1.886469007,0.195444584,10.10763264,1.726073268,0,0
4/14/2016,6.046160221,-0.696079254,4.207746506,-0.348067283,12.74487782,-0.95936775,1.699522018,-0.186946989,8.910264969,-1.197367671,0,0
4/15/2016,6.353730202,0.307569981,4.377913952,0.170167446,13.02498531,0.28010749,1.784497976,0.084975958,9.267921448,0.357656479,0,0
4/18/2016,5.989503384,-0.364226818,4.17680645,-0.201107502,13.3401041,0.31511879,1.759005189,-0.025492787,9.4078722,0.139950752,0,0
4/19/2016,6.5479846,0.558481216,4.470729828,0.293923378,14.32748508,0.98738098,1.945952535,0.186947346,10.34088516,0.93301296,0,0
4/20/2016,6.5884552,0.0404706,4.532608509,0.061878681,15.23783112,0.91034604,2.132899761,0.186947226,10.62078857,0.27990341,0,0
4/22/2016,6.28088522,-0.30756998,4.323768616,-0.208839893,13.53618145,-1.70164967,2.209378719,0.076478958,10.41863537,-0.2021532,0,0
4/25/2016,5.868093967,-0.412791253,3.960231543,-0.363537073,12.6468401,-0.88934135,1.979943156,-0.229435563,9.462299347,-0.956336023,0,0
4/26/2016,6.208039284,0.339945317,4.230950356,0.270718813,13.08800983,0.44116973,2.039426565,0.059483409,9.563373566,0.101074219,0,0
4/27/2016,6.5479846,0.339945316,4.478464603,0.247514247,13.62021255,0.53220272,2.192383051,0.152956486,10.0687561,0.505382534,0,0
4/28/2016,6.28088522,-0.26709938,4.331503391,-0.146961212,13.85830402,0.23809147,2.09041214,-0.101970911,10.07653141,0.00777531,0,0
4/29/2016,6.321354389,0.040469169,4.377913952,0.046410561,13.78827858,-0.07002544,2.124402285,0.033990145,10.21648216,0.13995075,0,0
5/2/2016,6.143288136,-0.178066253,4.192276478,-0.185637474,13.91432571,0.12604713,2.115905046,-0.008497239,10.02987957,-0.18660259,0,0
5/3/2016,5.746686459,-0.396601677,3.906088352,-0.286188126,13.06700134,-0.84732437,1.954450369,-0.161454677,9.501173973,-0.528705597,0,0
5/4/2016,5.949032784,0.202346325,4.068520069,0.162431717,12.18466187,-0.88233947,2.064918995,0.110468626,9.151295662,-0.349878311,0,0
5/5/2016,5.673840523,-0.275192261,3.898353577,-0.170166492,11.66646481,-0.51819706,2.005435705,-0.05948329,8.568161011,-0.583134651,0,0
5/6/2016,5.949032784,0.275192261,3.991171122,0.092817545,11.82052422,0.15405941,1.979943156,-0.025492549,8.661462784,0.093301773,0,0
5/9/2016,5.584806919,-0.364225865,3.859678507,-0.131492615,10.66508198,-1.15544224,1.801493049,-0.178450107,7.790651321,-0.870811463,0,0
5/10/2016,5.81143713,0.226630211,3.967967272,0.108288765,11.11325264,0.44817066,1.979943156,0.178450107,8.14053154,0.349880219,0,0
5/11/2016,5.932845592,0.121408462,4.06078434,0.092817068,11.16227245,0.04901981,2.022431612,0.042488456,7.736224174,-0.404307366,0,0
5/12/2016,5.706215382,-0.22663021,3.890618086,-0.170166254,10.8121376,-0.35013485,1.971445441,-0.050986171,7.487422943,-0.248801231,0,0
5/13/2016,5.34198904,-0.364226342,3.704981804,-0.185636282,10.27993488,-0.53220272,1.860976815,-0.110468626,6.531085014,-0.956337929,0,0
5/16/2016,4.985856056,-0.356132984,3.441998005,-0.262983799,10.45500183,0.17506695,1.8524791,-0.008497715,6.468884468,-0.062200546,0,0
5/17/2016,4.856353283,-0.129502773,3.28730154,-0.154696465,10.59505558,0.14005375,1.835483909,-0.016995191,6.414458275,-0.054426193,0,0
5/18/2016,4.783508778,-0.072844505,3.248628378,-0.038673162,10.30094242,-0.29411316,1.725015044,-0.110468865,6.072354794,-0.342103481,0,0
5/19/2016,4.589254379,-0.194254399,3.117135763,-0.131492615,10.42699242,0.12605,1.597550511,-0.127464533,5.792450905,-0.279903889,0,0
5/20/2016,4.702569485,0.113315106,3.217688084,0.100552321,9.894786835,-0.532205585,1.555062652,-0.042487859,5.660274506,-0.132176399,0,0
5/23/2016,4.759227276,0.056657791,3.163544655,-0.054143429,10.11186981,0.217082975,1.47858429,-0.076478362,5.621398449,-0.038876057,0,0
5/24/2016,4.60544157,-0.153785706,3.132605314,-0.030939341,9.817757607,-0.294112203,1.444593906,-0.033990384,5.325944424,-0.295454025,0,0
5/25/2016,4.718758106,0.113316536,3.209953785,0.077348471,10.2379179,0.420160293,1.47858429,0.033990384,5.248193264,-0.07775116,0,0
5/27/2016,4.60544157,-0.113316536,3.155809402,-0.054144383,10.00682926,-0.23108864,1.444593906,-0.033990384,4.999390125,-0.248803139,0,0
5/30/2016,4.532596588,-0.072844982,3.101666212,-0.05414319,9.999827385,-0.007001875,1.410603285,-0.033990621,5.046040535,0.04665041,0,0
5/31/2016,4.508315563,-0.024281025,3.039787531,-0.061878681,9.957810402,-0.042016983,1.419100881,0.008497596,5.084916592,0.038876057,0,0
6/1/2016,4.564972401,0.056656838,3.117135763,0.077348232,10.10486794,0.147057538,1.410603285,-0.008497596,4.952738762,-0.13217783,0,0
6/2/2016,4.654006481,0.08903408,3.155809402,0.038673639,10.46900749,0.36413955,1.461588979,0.050985694,5.294844151,0.342105389,0,0
6/3/2016,4.945386887,0.291380406,3.28730154,0.131492138,11.37235165,0.90334416,1.546565056,0.084976077,5.706924438,0.412080287,0,0
6/6/2016,5.139641285,0.194254398,3.472936869,0.185635329,11.82752705,0.4551754,1.631541014,0.084975958,5.745800018,0.03887558,0,0
6/7/2016,5.107265472,-0.032375813,3.426528454,-0.046408415,11.60344028,-0.22408677,1.597550511,-0.033990503,5.434795856,-0.311004162,0,0
6/8/2016,5.261050701,0.153785229,3.503876448,0.077347994,11.90455723,0.30111695,1.784497976,0.186947465,6.328932762,0.894136906,0,0
6/9/2016,5.002044201,-0.2590065,3.364650249,-0.139226199,10.99420834,-0.91034889,1.691024423,-0.093473553,5.862426281,-0.466506481,0,0
6/10/2016,4.743040085,-0.259004116,3.240892887,-0.123757362,10.46900749,-0.52520085,1.521072268,-0.169952155,5.40369463,-0.458731651,0,0
6/13/2016,4.670193672,-0.072846413,3.186748743,-0.054144144,10.64407349,0.175066,1.504076838,-0.01699543,5.442570686,0.038876056,0,0
6/14/2016,4.573066711,-0.097126961,3.093930483,-0.09281826,10.24492073,-0.39915276,1.419100881,-0.084975957,5.185993195,-0.256577491,0,0
6/15/2016,4.743040085,0.169973374,3.256362915,0.162432432,10.50401974,0.25909901,1.742010117,0.322909236,5.473671436,0.287678241,0,0
6/16/2016,4.832072258,0.089032173,3.310506344,0.054143429,10.66508198,0.16106224,1.708019733,-0.033990384,5.629173756,0.15550232,0,0
6/17/2016,4.751133919,-0.080938339,3.256362915,-0.054143429,10.70009518,0.0350132,1.750507474,0.042487741,5.699150085,0.069976329,0,0
6/20/2016,4.734945774,-0.016188145,3.248628378,-0.007734537,10.9031744,0.20307922,1.767502904,0.01699543,5.784675598,0.085525513,0,0
6/21/2016,4.670193672,-0.064752102,3.225423813,-0.023204565,10.92418194,0.02100754,1.792995572,0.025492668,5.815776348,0.03110075,0,0
6/22/2016,4.694476604,0.024282932,3.248628378,0.023204565,11.09924984,0.1750679,1.818488479,0.025492907,5.769125462,-0.046650886,0,0
6/23/2016,5.058702469,0.364225865,3.465202808,0.21657443,11.61744785,0.51819801,1.877972007,0.059483528,6.282281876,0.513156414,0,0
6/24/2016,4.743040085,-0.315662384,3.225423813,-0.239778995,10.65107632,-0.96637153,1.742010117,-0.13596189,5.730249405,-0.552032471,0,0
6/27/2016,4.637818336,-0.105221749,3.202218771,-0.023205042,10.36396694,-0.28710938,1.716517091,-0.025493026,5.675824165,-0.05442524,0,0
6/28/2016,4.654006481,0.016188145,3.209953785,0.007735014,10.82614422,0.46217728,1.742010117,0.025493026,5.839100838,0.163276673,0,0
6/29/2016,4.694476604,0.040470123,3.217688084,0.007734299,11.00121021,0.17506599,1.716517091,-0.025493026,6.080129147,0.241028309,0,0
6/30/2016,4.767320633,0.072844029,3.318240881,0.100552797,11.39335918,0.39214897,1.67402935,-0.042487741,6.080129147,0,0,0
7/1/2016,5.010138512,0.242817879,3.395589352,0.077348471,11.63845539,0.24509621,1.767502904,0.093473554,6.810988903,0.730859756,0,0
7/4/2016,5.099172115,0.089033603,3.496141434,0.100552082,11.88354778,0.24509239,1.801493049,0.033990145,7.230844021,0.419855118,0,0
7/5/2016,4.856353283,-0.242818832,3.364650249,-0.131491185,11.24630451,-0.63724327,1.725015044,-0.076478005,6.69436121,-0.536482811,0,0
7/6/2016,4.969669342,0.113316059,3.434263229,0.06961298,11.40736675,0.16106224,1.759005189,0.033990145,7.044241905,0.349880695,0,0
7/7/2016,4.864447594,-0.105221748,3.364650249,-0.06961298,11.21829319,-0.18907356,1.716517091,-0.042488098,6.639935493,-0.404306412,0,0
7/8/2016,4.985856056,0.121408462,3.403324842,0.038674593,11.3373394,0.11904621,1.733512282,0.016995191,7.044241905,0.404306412,0,0
7/11/2016,5.074890137,0.089034081,3.503876448,0.100551606,11.80651951,0.46918011,1.759005189,0.025492907,7.106443405,0.0622015,0,0
7/12/2016,5.374365807,0.29947567,3.681778431,0.177901983,12.387743,0.58122349,1.809991121,0.050985932,7.44077158,0.334328175,0,0
7/13/2016,5.617183685,0.242817878,3.859678507,0.177900076,12.47877502,0.09103202,1.826986313,0.016995192,7.49519825,0.05442667,0,0
7/14/2016,5.495774269,-0.121409416,3.759125948,-0.100552559,12.14965153,-0.32912349,1.843981266,0.016994953,7.604049206,0.108850956,0,0
7/15/2016,5.617183685,0.121409416,3.867414236,0.108288288,12.14264774,-0.00700379,1.996938348,0.152957082,7.969478607,0.365429401,0,0
7/18/2016,5.77096653,0.153782845,3.913822651,0.046408415,12.31071186,0.16806412,2.14989543,0.152957082,8.148305893,0.178827286,0,0
7/19/2016,5.690029144,-0.080937386,3.867414236,-0.046408415,11.79251289,-0.51819897,2.056421757,-0.093473673,8.0938797,-0.054426193,0,0
7/20/2016,5.528148651,-0.161880493,3.813270807,-0.054143429,11.56142521,-0.23108768,2.115905046,0.059483289,7.969478607,-0.124401093,0,0
7/21/2016,5.600995064,0.072846413,3.851943254,0.038672447,12.18466187,0.62323666,2.328345299,0.212440253,8.397109032,0.427630425,0,0
7/22/2016,5.900469303,0.299474239,3.998905897,0.146962643,12.00959587,-0.175066,2.38782835,0.059483051,8.459310532,0.0622015,0,0
7/25/2016,5.932845592,0.032376289,4.022110939,0.023205042,12.19866943,0.18907356,2.438814163,0.050985813,8.537062645,0.077752113,0,0
7/26/2016,6.151381969,0.218536377,4.17680645,0.154695511,12.89893532,0.70026589,2.583273411,0.144459248,8.715888023,0.178825378,0,0
7/27/2016,6.410387993,0.259006024,4.339238167,0.162431717,13.24907017,0.35013485,2.812708616,0.229435205,8.824739456,0.108851433,0,0
7/28/2016,6.329449177,-0.080938816,4.29282856,-0.046409607,13.33310223,0.08403206,2.880690098,0.067981482,8.824739456,0,0,0
7/29/2016,6.272790909,-0.056658268,4.277359486,-0.015469074,12.95495892,-0.37814331,3.186604023,0.305913925,8.607036591,-0.217702865,0,0
8/1/2016,6.402293682,0.129502773,4.377913952,0.100554466,12.53479767,-0.42016125,3.263082027,0.076478004,8.303808212,-0.303228379,0,0
8/2/2016,6.135194302,-0.26709938,4.215480328,-0.162433624,12.59782219,0.06302452,3.067636967,-0.19544506,7.806202888,-0.497605324,0,0
8/3/2016,6.353730202,0.2185359,4.26962471,0.054144382,13.17904282,0.58122063,3.365053415,0.297416448,8.249382019,0.443179131,0,0
8/4/2016,6.677487373,0.323757171,4.517139435,0.247514725,13.1370306,-0.04201222,3.365053415,0,8.467085838,0.217703819,0,0
8/5/2016,6.936491966,0.259004593,4.679571152,0.162431717,13.28408337,0.14705277,3.280077457,-0.084975958,8.568161011,0.101075173,0,0
8/8/2016,6.59654808,-0.339943886,4.493934631,-0.185636521,13.2910862,0.00700283,3.127120495,-0.152956962,8.350459099,-0.217701912,0,0
8/9/2016,6.750332832,0.153784752,4.617691517,0.123756886,13.29808998,0.00700378,3.229091644,0.101971149,8.505959511,0.155500412,0,0
8/10/2016,6.960773468,0.210440636,4.702775478,0.085083961,12.66784859,-0.63024139,3.118623018,-0.110468626,8.16385746,-0.342102051,0,0
8/11/2016,7.32500124,0.364227772,5.012168407,0.309392929,12.89193535,0.22408676,3.212096453,0.093473435,8.537062645,0.373205185,0,0
8/12/2016,7.333094597,0.008093357,4.934820175,-0.077348232,12.57681179,-0.31512356,3.161111116,-0.050985337,8.381559372,-0.155503273,0,0
8/15/2016,7.859201431,0.526106834,5.321561337,0.386741162,12.90594006,0.32912827,3.348058701,0.186947585,8.669237137,0.287677765,0,0
8/16/2016,7.762074471,-0.09712696,5.282888412,-0.038672925,13.2910862,0.38514614,3.288575172,-0.059483529,8.187180519,-0.482056618,0,0
8/17/2016,8.02917099,0.267096519,5.41437912,0.131490708,13.38912487,0.09803867,3.322565794,0.033990622,8.039453506,-0.147727013,0,0
8/18/2016,8.369117737,0.339946747,5.677363396,0.262984276,13.24907017,-0.1400547,3.297072649,-0.025493145,7.915053844,-0.124399662,0,0
8/19/2016,8.320554733,-0.048563004,5.646425247,-0.030938149,13.36111546,0.11204529,3.263082027,-0.033990622,7.845078945,-0.069974899,0,0
8/22/2016,7.826822758,-0.493731975,5.329295635,-0.317129612,12.87092495,-0.49019051,3.067636967,-0.19544506,7.191968441,-0.653110504,0,0
8/23/2016,7.891777039,0.064954281,5.375907421,0.046611786,13.13002491,0.25909996,3.169608593,0.101971626,7.300819874,0.108851433,0,0
8/24/2016,7.396510124,-0.495266915,5.003013134,-0.372894287,12.70986366,-0.42016125,2.914680243,-0.25492835,6.787663937,-0.513155937,0,0
8/25/2016,7.412748337,0.016238213,5.018550396,0.015537262,12.73087215,0.02100849,2.855196953,-0.05948329,6.865414619,0.077750682,0,0
8/26/2016,7.469583035,0.056834698,5.065163136,0.04661274,12.4017458,-0.32912635,3.042144537,0.186947584,6.842089176,-0.023325443,0,0
8/29/2016,7.550773144,0.081190109,5.127311707,0.062148571,12.67485237,0.27310657,2.914680243,-0.127464294,7.036466599,0.194377423,0,0
8/30/2016,7.469583035,-0.081190109,5.049624443,-0.077687264,12.35972977,-0.3151226,2.872192144,-0.042488099,6.818763256,-0.217703343,0,0
8/31/2016,7.372152805,-0.09743023,5.010781288,-0.038843155,11.8625412,-0.49718857,2.948670626,0.076478482,6.686587334,-0.132175922,0,0
9/1/2016,7.266605854,-0.105546951,4.925326347,-0.085454941,12.21267414,0.35013294,2.923177958,-0.025492668,6.842089176,0.155501842,0,0
9/2/2016,7.688797951,0.422192097,5.166154385,0.240828038,12.77288723,0.56021309,3.220594168,0.29741621,7.541849613,0.699760437,0,0
9/5/2016,7.826823711,0.13802576,5.267148495,0.10099411,12.53479767,-0.23808956,3.271579504,0.050985336,7.549623013,0.0077734,0,0
9/6/2016,7.802465439,-0.024358272,5.290452957,0.023304462,12.79389668,0.25909901,3.314068079,0.042488575,7.36301899,-0.186604023,0,0
9/8/2016,7.932373524,0.129908085,5.484670162,0.194217205,12.45776844,-0.33612824,3.433034182,0.118966103,7.191968441,-0.171050549,0,0
9/9/2016,7.526419163,-0.405954361,5.321527481,-0.163142681,11.80651951,-0.65124893,3.271579504,-0.161454678,6.725462914,-0.466505527,0,0
9/12/2016,7.696918488,0.170499325,5.360371113,0.038843632,12.24768829,0.44116878,3.305570602,0.033991098,6.834313869,0.108850955,0,0
9/13/2016,7.023033142,-0.673885346,4.8942523,-0.466118813,11.39335918,-0.85432911,3.050642014,-0.254928588,6.328932762,-0.505381107,0,0
9/14/2016,7.096103668,0.073070526,5.018550396,0.124298096,11.65245914,0.25909996,3.033646584,-0.01699543,6.422234535,0.093301773,0,0
9/15/2016,7.071746826,-0.024356842,5.003013134,-0.015537262,11.65245914,0,3.01665163,-0.016994954,6.430009365,0.00777483,0,0
9/16/2016,6.811934948,-0.259811878,4.762184143,-0.240828991,11.49139881,-0.16106033,2.906182528,-0.110469102,6.227856636,-0.202152729,0,0
9/19/2016,6.836292267,0.024357319,4.824335098,0.062150955,11.66646481,0.175066,2.863694429,-0.042488099,6.608835697,0.380979061,0,0
9/20/2016,6.738863468,-0.097428799,4.715572357,-0.108762741,11.69447613,0.02801132,2.889187813,0.025493384,6.60106039,-0.007775307,0,0
9/21/2016,7.120460987,0.381597519,4.964169502,0.248597145,12.35972977,0.66525364,3.101627827,0.212440014,6.888739586,0.287679196,0,0
9/22/2016,7.063626766,-0.056834221,4.8942523,-0.069917202,12.28970432,-0.07002545,3.067636967,-0.03399086,6.919839382,0.031099796,0,0
9/23/2016,7.055508614,-0.008118152,4.933094501,0.038842201,12.35972977,0.07002545,3.033646584,-0.033990383,6.772112846,-0.147726536,0,0
9/26/2016,7.047389507,-0.008119107,4.8942523,-0.038842201,12.21267414,-0.14705563,2.999656439,-0.033990145,6.741012573,-0.031100273,0,0
9/27/2016,7.006793022,-0.040596485,4.847640991,-0.046611309,12.32471752,0.11204338,2.914680243,-0.084976196,6.69436121,-0.046651363,0,0
9/28/2016,7.339677334,0.332884312,5.049624443,0.201983452,12.73787498,0.41315746,3.101627827,0.186947584,7.230844021,0.536482811,0,0
9/29/2016,7.323438168,-0.016239166,5.049624443,0,12.59782219,-0.14005279,3.101627827,0,7.044241905,-0.186602116,0,0
9/30/2016,7.193533897,-0.129904271,5.088467598,0.038843155,12.47177219,-0.12605,2.999656439,-0.101971388,7.067566395,0.02332449,0,0
10/3/2016,7.307201385,0.113667488,5.127311707,0.038844109,12.67485237,0.20308018,3.033646584,0.033990145,7.394122124,0.326555729,0,0
10/4/2016,7.185415745,-0.12178564,5.003013134,-0.124298573,12.35972977,-0.3151226,3.042144537,0.008497953,7.324145317,-0.069976807,0,0
